,Common_Name,Family,USDA_hardiness,Known_Hazards,Habitats,Range,Edibility_Rating,Other_Uses,Weed_Potential,Medicinal_Rating,species,Care,ID,URL,common_name,edibility,Uses,Endangered,Invasive,lookslike,picslist,leaf,flower,fruit,twig,bark,form,family,genus,symbol,range,07_Class,08_Subclass,09_Order,10_Family,11_Genus,12_Species,13_Variety,14_Variety,tsn,08_Superorder,15_Variety,16_Variety,17_Variety,18_Variety,19_Variety,01_Species,13_Subspecies,14_Subspecies,01_Variety,15_Subspecies,01_Subspecies,16_Subspecies,17_Subspecies,18_Subspecies
235,,,,,,,,,,,Prunus virginiana,,235,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=238,choke cherry,,,,,"[['black cherry', 'factsheet.cfm?ID=66'], ['fire cherry', 'factsheet.cfm?ID=154'], ['bitter cherry', 'factsheet.cfm?ID=237'], ['Klamath plum', 'factsheet.cfm?ID=472']]","['../images/Prunus virginiana/latin.wav', '../images/Prunus virginiana/leaf1.jpg', '../images/Prunus virginiana/flower1.jpg', '../images/Prunus virginiana/fruit1.jpg', '../images/Prunus virginiana/twig1.jpg', '../images/Prunus virginiana/bark1.jpg', '../images/Prunus virginiana/form1.jpg', '../images/Prunus virginiana/map.jpg', '../images/Prunus virginiana/map.pdf', '../images/Prunus virginiana/fall.jpg']","Alternate, simple, oblong to nearly oval, 2 to 4 inches long, finely serrated margin, dark green above and paler below, minute glands on petiole.","White, in a loose 3 to 6 inches long terminal raceme, appearing after leaves.","Dark red to purple drupe, 1/3 inch in diameter, maturing in late summer.","Twigs slender, but stouter than black cherry, light brown to gray, strong unpleasant odor when broken, buds are 1/3 inch long covered with brownish scales.","Smooth, gray-brown, conspicuous lenticels that develop into shallow fissures, young stems have shallowly peeling, curling layers.","Small, upright tree to 25 feet and 6 inches in diameter, often forming shrubby thickets.",Rosaceae,Prunus,PRVI,Prunus virginiana is native to North America. Range may be expanded by planting.,Magnoliopsida,,Rosales,Rosaceae,Prunus,Prunus virginiana,Prunus virginiana var. demissa,Prunus virginiana var. virginiana,24806.0,Rosanae,,,,,,,,,,,,,,
236,,,,,,,,,,,Ptelea trifoliata,,236,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=547,hoptree,,,,,[],"['../images/Ptelea trifoliata/latin.wav', '../images/Ptelea trifoliata/leaf1.jpg', '../images/Ptelea trifoliata/fruit1.jpg', '../images/Ptelea trifoliata/twig1.jpg', '../images/Ptelea trifoliata/bark1.jpg', '../images/Ptelea trifoliata/form1.jpg', '../images/Ptelea trifoliata/map.jpg', '../images/Ptelea trifoliata/map.pdf']","Alternate, palmately compound, 3 leaflets (each 2 to 4 inches long), sparsely serrated or entire, leaf 4 to 7 inches long, shiny dark green above, paler below.","Small (1/2 inch across), 4 to 5 narrow, greenish white petals, appear in terminal, branched clusters in spring, unpleasant odor.","Round wafer-like papery samara, 1 inch across, light brown, maturing in summer.","Slender to moderate, brown with deep U-shaped leaf scar; light brown, fuzzy short buds.","Reddish brown to gray-brown, short horizontal lenticels, warty corky ridges, becoming slightly scaly, unpleasant odor and bitter taste.","Typically a shrub but may become a small tree, reaches up to 20 feet with a broad crown.",Rutaceae,Ptelea,PTTR,Ptelea trifoliata is native to North America. Range may be expanded by planting.,Magnoliopsida,,Sapindales,Rutaceae,Ptelea,Ptelea trifoliata,,,28992.0,Rosanae,,,,,,,Ptelea trifoliata ssp. angustifolia,Ptelea trifoliata ssp. pallida,,Ptelea trifoliata ssp. polyadenia,,Ptelea trifoliata ssp. trifoliata,,
237,,,,,,,,,,,Pueraria montana,,237,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=297,kudzu,,,,y,[],"['../images/Pueraria montana/latin.wav', '../images/Pueraria montana/leaf1.jpg', '../images/Pueraria montana/flower1.jpg', '../images/Pueraria montana/fruit1.jpg', '../images/Pueraria montana/twig1.jpg', '../images/Pueraria montana/bark1.jpg', '../images/Pueraria montana/form1.jpg', '../images/Pueraria montana/map.jpg', '../images/Pueraria montana/map.pdf', '../images/Pueraria montana/fall.jpg']","Alternate, compound, 6 to 8 inches long, very long rachis, 3 fuzzy leaflets, individual leaflets 3 to 4 inches long, oval or nearly heart shaped, may be lobed and fuzzy.","Large hanging clusters of pea-like, purple to red flowers, with a grape-like smell, appearing in mid-summer.","Dark brown flattened pods in clusters, very hairy; ripen in the fall.",Velvety hairy turning brown.,Brown and smooth but eventually becoming finely scaly.,"High climbing vine, very often completely covers trees and forms ""Kudzu sculptures"".",Fabaceae,Pueraria,PUMO,,Magnoliopsida,,Fabales,Fabaceae,Pueraria,Pueraria montana,Pueraria montana var. chinensis,Pueraria montana var. lobata,504683.0,Rosanae,Pueraria montana var. montana,,,,,,,,,,,,,
238,,,,,,,,,,,Pyracantha coccinea,,238,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=393,scarlet firethorn,,,,,"[['cotoneaster', 'factsheet.cfm?ID=496'], ['Japanese holly', 'factsheet.cfm?ID=289']]","['../images/Pyracantha coccinea/latin.wav', '../images/Pyracantha coccinea/leaf1.jpg', '../images/Pyracantha coccinea/flower1.jpg', '../images/Pyracantha coccinea/fruit1.jpg', '../images/Pyracantha coccinea/twig1.jpg', '../images/Pyracantha coccinea/bark1.jpg', '../images/Pyracantha coccinea/form1.jpg', '../images/Pyracantha coccinea/map.jpg', '../images/Pyracantha coccinea/map.pdf']","Alternate, simple, oblong to lanceolate, serrated margin, 1 to 2 inches long, evergreen, shiny, dark green above, paler and pubescent below.","Creamy white, 5 petals, 1/3 inch across in tight clusters several inches across, appearing in late spring to early summer.","Small pome, 1/4 inch across, bright orange-red, occurring in tight clusters, very showy, ripens in late summer and persists through the winter.","Slender, initially pubescent, later glaborous, red-brown, numerous spines, small buds.",Smooth reddish brown with numerous lenticels.,"Upright, open shrub with stiff limbs and many thorns, can reach 15 feet tall.",Rosaceae,Pyracantha,PYCO2,,Magnoliopsida,,Rosales,Rosaceae,Pyracantha,Pyracantha coccinea,,,25293.0,Rosanae,,,,,,,,,,,,,,
239,,,,,,,,,,,Pyrularia pubera,,239,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=960,buffalo nut,,,,,"[['blackgum', 'factsheet.cfm?ID=60'], ['eastern leatherwood', 'factsheet.cfm?ID=1013']]","['../images/Pyrularia pubera/latin.wav', '../images/Pyrularia pubera/leaf1.jpg', '../images/Pyrularia pubera/flower1.jpg', '../images/Pyrularia pubera/fruit1.jpg', '../images/Pyrularia pubera/twig1.jpg', '../images/Pyrularia pubera/bark1.jpg', '../images/Pyrularia pubera/form1.jpg', '../images/Pyrularia pubera/map.jpg', '../images/Pyrularia pubera/map.pdf']","Alternate, simple, deciduous, thin, ovate or narrowly elliptical, with long drawn-out tip, 2 to 9 inches long, entire to wavy margins, green above and below, usually pubescent on the underside, borne on short petioles.","Species is dioecious; females yellow-green on 1 inch spikes, each with 10 or fewer flowers that lack petals; males yellow-green on 2 inch spikes; appearing late spring at the branch tips.","Pear-shaped 1 inch drupe, yellow-green (yellow-red at maturity), with thin flesh splitting to reveal a large round oily ""nut""; ripening in early autumn.","Moderate to slender, brown; buds large, green (eventually red-brown at the tips), oval and pointed; leaf scars round and raised with 1-3 bundle scars; pith large and white.",Gray-brown and warty.,A sparsely branched shrub reaching up to 15 feet but generally under 10 feet tall.,Santalaceae,Pyrularia,PYPU,Pyrularia pubera is native to North America. Range may be expanded by planting.,Magnoliopsida,,Santalales,Santalaceae,Pyrularia,Pyrularia pubera,,,504705.0,Santalanae,,,,,,,,,,,,,,
240,,,,,,,,,,,Pyrus calleryana,,240,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=132,Callery pear,,,,y,"[['common pear', 'factsheet.cfm?ID=369'], ['apple', 'factsheet.cfm?ID=59']]","['../images/Pyrus calleryana/latin.wav', '../images/Pyrus calleryana/leaf1.jpg', '../images/Pyrus calleryana/flower1.jpg', '../images/Pyrus calleryana/fruit1.jpg', '../images/Pyrus calleryana/twig1.jpg', '../images/Pyrus calleryana/bark1.jpg', '../images/Pyrus calleryana/form1.jpg', '../images/Pyrus calleryana/map.jpg', '../images/Pyrus calleryana/map.pdf', '../images/Pyrus calleryana/fall.jpg']","Alternate, simple, heart-shaped to ovate with a finely serrated margin, 2 to 3 inches in length, shiny green above, paler and dull below.","Large (2 to 4 inches across) clusters of showy white flowers each 1/2 to 3/4 inch across, appearing before or with the leaves; often so densely flowering that the entire tree appears white.","Small (1/2 inch diameter), round, brown pome, very bitter.","Glossy brown to reddish brown, medium in texture, spur shoots present; terminal buds are large (1/4 to 1/2 inch long), ovate, and covered in light brown wooly hairs.","At first smooth with numerous lenticels, light brown to reddish brown, becoming grayish brown with shallow furrows and scaly ridges.",Typically quite upright and conical with very narrow branch angles.,Rosaceae,Pyrus,PYCA80,,Magnoliopsida,,Rosales,Rosaceae,Pyrus,Pyrus calleryana,,,504706.0,Rosanae,,,,,,,,,,,,,,
241,,,,,,,,,,,Pyrus communis,,241,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=369,common pear,edible,,,,"[['Callery pear', 'factsheet.cfm?ID=132'], ['apple', 'factsheet.cfm?ID=59']]","['../images/Pyrus communis/latin.wav', '../images/Pyrus communis/leaf1.jpg', '../images/Pyrus communis/flower1.jpg', '../images/Pyrus communis/fruit1.jpg', '../images/Pyrus communis/twig1.jpg', '../images/Pyrus communis/bark1.jpg', '../images/Pyrus communis/form1.jpg', '../images/Pyrus communis/map.jpg', '../images/Pyrus communis/map.pdf', '../images/Pyrus communis/fall.jpg']","Alternate, simple, ovate with a finely serrated margin, 1 to 4 inches in length, shiny green above, paler and dull below.",Clusters of showy white flowers (each 1/2 to 3/4 inch across) appearing before or with the leaves.,"A large edible pome (3 to 4 inches), pear-shaped.","Glossy brown to reddish brown, medium in texture, spur shoots present; terminal buds are medium in size (less than 1/4 inch), conical to dome shaped, and may be lightly hairy.","Gray-brown to reddish brown, becoming grayish brown with shallow furrows and flat-topped scaly ridges.",Typically quite upright and conical with very narrow branch angles.,Rosaceae,Pyrus,PYCO,,Magnoliopsida,,Rosales,Rosaceae,Pyrus,Pyrus communis,,,25295.0,Rosanae,,,,,,,,,,,,,,
242,,,,,,,,,,,Quercus acutissima,,242,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=67,sawtooth oak,,,,,"[['American chestnut', 'factsheet.cfm?ID=21'], ['Chinese chestnut', 'factsheet.cfm?ID=23'], ['Alleghany chinkapin', 'factsheet.cfm?ID=24'], ['American beech', 'factsheet.cfm?ID=47']]","['../images/Quercus acutissima/latin.wav', '../images/Quercus acutissima/leaf1.jpg', '../images/Quercus acutissima/flower1.jpg', '../images/Quercus acutissima/fruit1.jpg', '../images/Quercus acutissima/twig1.jpg', '../images/Quercus acutissima/bark1.jpg', '../images/Quercus acutissima/form1.jpg', '../images/Quercus acutissima/map.jpg', '../images/Quercus acutissima/map.pdf', '../images/Quercus acutissima/fall.jpg']","Alternate, simple, lanceolate in shape, 3 to 7 inches long, pinnately veined with a very sharply serrate margin bearing bristle-tipped teeth.","Species is monoecious; male catkins are golden and pendant, appearing in the spring; female catkins are borne on spikes, appearing with the leaves.",Acorns are oval in shape.,"Quite slender, red to gray-brown in color with multiple terminal buds; buds are gray-brown, pubescent on the bud scale edges and somewhat pyramidal.","Ridged and furrowed even when young, later deeply ridged and furrowed, somewhat corky.",A small to medium size tree that forms a dense pyramidal crown that rounds with age.,Fagaceae,Quercus,QUAC80,,Magnoliopsida,,Fagales,Fagaceae,Quercus,Quercus acutissima,,,195162.0,Rosanae,,,,,,,,,,,,,,
243,,,,,,,,,,,Quercus alba,,243,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=35,white oak,,,,,"[['overcup oak', 'factsheet.cfm?ID=71'], ['bur oak', 'factsheet.cfm?ID=72'], ['post oak', 'factsheet.cfm?ID=77'], ['sand post oak', 'factsheet.cfm?ID=427']]","['../images/Quercus alba/latin.wav', '../images/Quercus alba/leaf1.jpg', '../images/Quercus alba/flower1.jpg', '../images/Quercus alba/fruit1.jpg', '../images/Quercus alba/twig1.jpg', '../images/Quercus alba/bark1.jpg', '../images/Quercus alba/form1.jpg', '../images/Quercus alba/map.jpg', '../images/Quercus alba/map.pdf', '../images/Quercus alba/fall.jpg', '../images/Quercus alba/wood.jpg']","Alternate, simple, oblong to ovate in shape, 4 to 7 inches long; 7 to 10 rounded, finger-like lobes, sinus depth varies from deep to shallow, apex is rounded and the base is wedge-shaped, green to blue-green above and whitish below.","Species is monoecious; male flowers are yellow-green, borne in naked, slender catkins, 2 to 4 inches long; female flowers are reddish green and appear as very small single spikes; appearing with the leaves in mid-spring.","Ovoid to oblong acorn, cap is warty and bowl-shaped, covers 1/4 of the fruit; cap always detaches at maturity; matures in one growing season in the early fall.","Red-brown to somewhat gray, even a bit purple at times, hairless and often shiny; multiple terminal buds are red-brown, small, rounded (globose) and hairless.","Whitish or ashy gray, varying from scaly on smaller stems to irregularly platy or blocky on large stems.","A very large tree; when open grown, white oaks have rugged, irregular crowns that are wide spreading, with a stocky bole.",Fagaceae,Quercus,QUAL,Quercus alba is native to North America. Range may be expanded by planting.,Magnoliopsida,,Fagales,Fagaceae,Quercus,Quercus alba,,,19290.0,Rosanae,,,,,,,,,,,,,,
244,,,,,,,,,,,Quercus bicolor,,244,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=313,swamp white oak,,,,,"[['swamp chestnut oak', 'factsheet.cfm?ID=243'], ['chestnut oak', 'factsheet.cfm?ID=76'], ['chinkapin oak', 'factsheet.cfm?ID=244'], ['bur oak', 'factsheet.cfm?ID=72']]","['../images/Quercus bicolor/latin.wav', '../images/Quercus bicolor/leaf1.jpg', '../images/Quercus bicolor/flower1.jpg', '../images/Quercus bicolor/fruit1.jpg', '../images/Quercus bicolor/twig1.jpg', '../images/Quercus bicolor/bark1.jpg', '../images/Quercus bicolor/form1.jpg', '../images/Quercus bicolor/map.jpg', '../images/Quercus bicolor/map.pdf', '../images/Quercus bicolor/fall.jpg']","Alternate, simple, obovate, 3 to 7 inches long, margin with large irregular blunt teeth, 2 to 4 1/2 inches wide, dark green and shiny above, very pale below.","Species is monoecious; male flowers are yellow-green long catkins (2 to 4 inches long); females are green to red, very small in leaf axils; appearing in mid-spring with the leaves.","Acorn, 1 inch long, tan, borne singly or double on a long stalk (2 inches), bowl-shaped cap covers about 1/3 of nut.","Moderately stout, light brown, terminal buds short, blunt and light brown, thread-like stipules often present around terminal bud.","Gray and scaly, later developing irregular fissures and ridges.","Medium size tree reaching heights of 80 feet, irregular crown, often with lower limbs remaining.",Fagaceae,Quercus,QUBI,Quercus bicolor is native to North America. Range may be expanded by planting.,Magnoliopsida,,Fagales,Fagaceae,Quercus,Quercus bicolor,,,19300.0,Rosanae,,,,,,,,,,,,,,
245,,,,,,,,,,,Quercus coccinea,,245,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=37,scarlet oak,,,,,"[['pin oak', 'factsheet.cfm?ID=74'], ['black oak', 'factsheet.cfm?ID=39'], ['northern red oak', 'factsheet.cfm?ID=38'], ['northern pin oak', 'factsheet.cfm?ID=999']]","['../images/Quercus coccinea/latin.wav', '../images/Quercus coccinea/leaf1.jpg', '../images/Quercus coccinea/flower1.jpg', '../images/Quercus coccinea/fruit1.jpg', '../images/Quercus coccinea/twig1.jpg', '../images/Quercus coccinea/bark1.jpg', '../images/Quercus coccinea/form1.jpg', '../images/Quercus coccinea/map.jpg', '../images/Quercus coccinea/map.pdf', '../images/Quercus coccinea/fall.jpg']","Alternate, simple, 3 to 7 inches long, oval in shape with very deep sinuses and bristle-tipped lobes, shiny green above, paler and generally hairless below but may have tufts in vein axils.","Species is monoecious; males are borne on slender yellow-green catkins; females are borne on very short axilliary spikes, both appear with the leaves in spring.","Acorns are 1/2 to 1 inch long, with the cap covering 1/2 of the nut, cap scales are shiny, somewhat resembling a varnished black oak cap, scales on edges of cap generally not loose; the tip of the acorn may have concentric rings or fine cracks; maturing in two years and ripening in the fall.","Moderately stout, red-brown with multiple terminal buds; buds reddish brown, plump, pointed, slightly angled, and covered with a light colored pubescence on the top half.","On young trees, gray-brown, with smooth streaks; later becoming darker and developing irregular broad ridges and narrow furrows especially near the base.","A medium size tree reaching up to 80 feet tall with generally poor form, irregular crown, and many dead branches.",Fagaceae,Quercus,QUCO2,Quercus coccinea is native to North America. Range may be expanded by planting.,Magnoliopsida,,Fagales,Fagaceae,Quercus,Quercus coccinea,,,19288.0,Rosanae,,,,,,,,,,,,,,
