ID,name,vapage,website,phone,address,region,descr,reglatlong,times,fees,amenities,trails,shipsto
87,Gadino Cellars,https://www.virginiawine.org/wineries/gadino-cellars,https://www.gadinocellars.com,540-987-9292,"92 Schoolhouse Road, Washington, Virginia 22747",Northern Virginia,"Like our Italian Grandfathers before us, we believe growing and making wine on our own land with our own hands is the most sustainable way to create high quality local wines for our community to enjoy around the table. Visit us and ""Taste the Tradition"".","(38.6888105, -78.1757905)","['Mon: 11:30 AM - 5:00 PM', 'Tues: Closed', 'Wed: Closed', 'Thurs: Closed', 'Fri: 11:30 AM - 5:00 PM', 'Sat: 11:30 AM - 6:00 PM', 'Sun: 11:30 AM - 5:00 PM', 'Child: Friendly', 'Food: Available: Light Fare', 'Pet: Friendly', 'Picnic: Area', 'Tasting: Room', 'Wine: Shop', '211: Scenic Vino Trail', 'Artisanal: Wineries of Rappahannock County', 'Blue: Ridge ', 'Blue: Ridge Wine Way', 'Skyline: Wine Trail', 'Tween: Rivers Trail']",Tasting Fee: $10  One Fee waived with each purchase of 3 or more bottles of wine,"['Features', 'Child Friendly', 'Food Available', 'Light Fare', 'Pet Friendly', 'Picnic Area', 'Tasting Room', 'Wine Shop']","[('211 Scenic Vino Trail', 'https://www.211winetrail.com'), ('Artisanal Wineries of Rappahannock County', 'http://www.artwinerc.com/'), ('Blue Ridge “Whiskey Wine Loop”', 'https://www.discovershenandoah.com'), ('Blue Ridge Wine Way', 'https://www.blueridgewineway.com\n'), ('Skyline Wine Trail', 'https://www.skylinewinetrail.com/'), ('Tween Rivers Trail', 'http://www.tweenriverstrail.com/')]","['Alaska', 'Arizona', 'Arkansas', 'California', 'Colorado', 'Florida', 'Georgia', 'Hawaii', 'Idaho', 'Illinois', 'Indiana', 'Iowa', 'Louisiana', 'Maine', 'Maryland', 'Massachusetts', 'Minnesota', 'Missouri', 'Montana', 'Nebraska', 'Nevada', 'Ohio', 'Oregon', 'Pennsylvania', 'Tennessee', 'Texas', 'Virginia', 'Washington', 'Wisconsin', 'Wyoming']"
88,Gauthier Vineyard,https://www.virginiawine.org/wineries/gauthier-vineyard,http://www.gauthiervineyard.com,703-622-1107,"5000 Farmer's Drive, Barhamsville, VA 23011",Hampton Roads,"Gauthier Vineyard is located on our 110-acre Fair Winds family farm in beautiful New Kent County. We are a new winery with our first offerings in 2014.  Also on the farm is another family operation - Hensley Show Horses – a world class equestrian center complete with a barn full of champions.  Local relic hunters have validated this land’s service as a Civil War encampment for both Union and Confederate forces during the lengthy Peninsula Campaign.
Come join us on our large covered winery veranda overlooking the century old pond stocked with bass and numerous snapping turtles.","(37.4720812, -76.833657)","['Mon: Closed - Closed', 'Tues: Closed - Closed', 'Wed: Closed - Closed', 'Thurs: Closed - Closed', 'Fri: 5:00 PM -  9:00 PM', 'Sat: 12:00 PM -  7:00 PM', 'Sun: 12:00 PM -  7:00 PM', 'Food: Available: Light Fare', 'Picnic: Area', 'Private: Parties', 'Tasting: Room', 'Weddings:  ']",Reserve Tasting Fee: $12.00,"['Features', 'Food Available', 'Light Fare', 'Picnic Area', 'Private Parties', 'Tasting Room', 'Weddings']",,
89,General's Ridge Vineyard,https://www.virginiawine.org/wineries/general-s-ridge-vineyard,http://www.generalsridgevineyard.com,804-472-3172  Alt. 804-223-2GRV (2478),"1618 Weldons Drive, Hague, Virginia 22469",Chesapeake Bay,"Located in the heart of Virginia's Northern Neck (the cradle of our nation), near George Washington's and Robert E. Lee's birthplaces, neighboring the historic town of Kinsale.  Also nearby the location of where three wars raged in the early days of our nation.","(38.0275912, -76.6624367)","['Mon: Closed - Closed', 'Tues: Closed - Closed', 'Wed: Closed - Closed', 'Thurs: 12:00 PM -  4:00 PM', 'Fri: 12:00 PM -  7:00 PM', 'Sat: 12:00 PM -  6:00 PM', 'Sun: 12:00 PM -  5:00 PM', 'Food: Available: Light Fare', 'Group: Tours', 'Overnight: Stay', 'Picnic: Area', 'Private: Parties', 'Tasting: Room', 'Weddings:  ', 'Chesapeake: Bay Wine Trail']",Tasting Fee: Small tasting fee with souvenir glass,"['Features', 'Food Available', 'Light Fare', 'Group Tours', 'Overnight Stay', 'Picnic Area', 'Private Parties', 'Tasting Room', 'Weddings']","[('Chesapeake Bay Wine Trail', 'https://www.chesapeakebaywinetrail.com')]",
90,Giles Mountain Vineyard & Winery,https://www.virginiawine.org/wineries/giles-mountain-vineyard-winery,http://www.gilesmountainwinery.com,540-267-4125,"290 Moye Road, Staffordsville, VA 24167",Blue Ridge,"Giles Mountain Vineyard and Winery is an estate winery providing unique wines that reflect our dedication to community, sustainability, and our beautiful mountainous region.","(37.248036, -80.7153022)","['Mon: Closed - Closed', 'Tues: Closed - Closed', 'Wed: Closed - Closed', 'Thurs: Closed - Closed', 'Fri: Closed - Closed', 'Sat: 2:00 PM -  7:00 PM', 'Sun: Closed - Closed']",Tasting Fee: $5.00,,,
91,Glass House Winery,https://www.virginiawine.org/wineries/glass-house-winery,http://www.glasshousewinery.com,434-975-0094 Tasting Room / 434-964-2190 B&B,"5898 Free Union Rd, Free Union, Virginia 22940",Central Virginia,"In a beautiful setting, Glass House Winery is a boutique winery in the heart of the Monticello Wine Trail, and on the Appellation Trail.   We make hand-crafted 100% Virginia wines.  Our tasting room has a glass conservatory attached, which can house events and music.  Check our calendar for the weekly music we have scheduled to perform in the glass house.  We offer artisan chocolates, made on-site in a variety of flavors. We also have our very own B&B on site.","(38.1991534, -78.5796457)","['Mon: Closed', 'Tues: Closed', 'Wed: Closed', 'Thurs: 12:00 PM - 5:30 PM', 'Fri: 12:00 PM - 9:00 PM', 'Sat: 12:00 PM - 5:30 PM', 'Sun: 12:00 PM - 5:30 PM', 'Child: Friendly', 'Food: Available: Light Fare', 'Group: Tours', 'Overnight: Stay', 'Pet: Friendly', 'Picnic: Area', 'Private: Parties', 'Tasting: Room', 'Weddings:  ', 'Monticello: Wine Trail']",Tour Fee: 35.00,"['Features', 'Child Friendly', 'Food Available', 'Light Fare', 'Group Tours', 'Overnight Stay', 'Pet Friendly', 'Picnic Area', 'Private Parties', 'Tasting Room', 'Weddings']","[('Monticello Wine Trail', 'https://www.monticellowinetrail.com\n')]","['Alaska', 'Arizona', 'Colorado', 'Delaware', 'District of Columbia', 'Florida', 'Georgia', 'Hawaii', 'Idaho', 'Indiana', 'Iowa', 'Kansas', 'Louisiana', 'Maine', 'Maryland', 'Massachusetts', 'Minnesota', 'Nebraska', 'Nevada', 'New Hampshire', 'New Mexico', 'New York', 'North Carolina', 'North Dakota', 'Ohio', 'Oregon', 'Pennsylvania', 'South Carolina', 'Tennessee', 'Texas', 'Virginia', 'Washington', 'West Virginia', 'Wisconsin', 'Wyoming']"
92,Glen Manor Vineyards,https://www.virginiawine.org/wineries/glen-manor-vineyards,http://www.glenmanorvineyards.com,540 635-6324,"2244 Browntown Road, Front Royal, Virginia 22630",Shenandoah Valley,"Wines with a sense of place from Virginia's Northwestern Blue Ridge Mountains.  Our interest is in estate grown Sauvignon Blanc, Petit Manseng and red Bordeaux blends and varietals.","(38.840197, -78.228299)","['Mon: 12:00 PM -  6:00 PM', 'Tues: Closed - Closed', 'Wed: 12:00 PM -  6:00 PM', 'Thurs: 12:00 PM -  6:00 PM', 'Fri: 12:00 PM -  6:00 PM', 'Sat: 12:00 PM -  6:00 PM', 'Sun: 1:00 PM -  6:00 PM', 'Tasting: Room', 'Wine: Shop']",Tasting Fee: $7.00 to $10.00,"['Features', 'Tasting Room', 'Wine Shop']",,['Virginia']
93,Good Luck Cellars,https://www.virginiawine.org/wineries/good-luck-cellars,http://www.goodluckcellars.com,804-435-1416,"1025 Good Luck Road, Kilmarnock, VA 22482",Chesapeake Bay,"Once you've been to Good Luck Cellars, you'll understand how special it is and want to return often to sip back and wine about it.","(37.7412847, -76.3754305)","['Mon: 11:00 AM - 5:00 PM', 'Tues: Closed', 'Wed: Closed', 'Thurs: 11:00 AM - 5:00 PM', 'Fri: 11:00 AM - 8:00 PM', 'Sat: 11:00 AM - 6:00 PM', 'Sun: 12:00 PM - 5:00 PM', 'Bu: s', 'Child: Friendly', 'Food: Available: Light Fare', 'Pet: Friendly', 'Picnic: Area', 'Private: Parties', 'Tasting: Room', 'Weddings:  ', 'Chesapeake: Bay Wine Trail']",Tour Fee: N/A,"['Features', 'Bus/RV Parking', 'Child Friendly', 'Food Available', 'Light Fare', 'Pet Friendly', 'Picnic Area', 'Private Parties', 'Tasting Room', 'Weddings']","[('Chesapeake Bay Wine Trail', 'https://www.chesapeakebaywinetrail.com')]","['Alaska', 'Arizona', 'Colorado', 'District of Columbia', 'Florida', 'Georgia', 'Hawaii', 'Idaho', 'Indiana', 'Iowa', 'Kansas', 'Louisiana', 'Maine', 'Maryland', 'Massachusetts', 'Minnesota', 'Missouri', 'Nebraska', 'Nevada', 'New Hampshire', 'New Mexico', 'New York', 'North Carolina', 'North Dakota', 'Ohio', 'Oklahoma', 'Oregon', 'Pennsylvania', 'South Carolina', 'Tennessee', 'Texas', 'Vermont', 'Virginia', 'Washington', 'West Virginia', 'Wisconsin', 'Wyoming']"
94,Grace Estate Winery,https://www.virginiawine.org/wineries/grace-estate-winery,http://www.graceestatewinery.com,434-823-1486,"5273 Mount Juliet Farm, Crozet, Virginia 22932",Central Virginia,"Grace Estate Winery is located near White Hall, Virginia, 14 miles west of Charlottesville in Albemarle County. All Grace Estate wines are made from grapes grown on site at Mount Juliet Farm. 
For Wedding & Private Event Venue inquiries please contact: events@graceestate.com","(38.11781, -78.684234)","['Mon: Closed - Closed', 'Tues: Closed - Closed', 'Wed: 12:00 PM -  6:30 PM', 'Thurs: 12:00 PM -  6:30 PM', 'Fri: 12:00 PM - 10:00 PM', 'Sat: 12:00 PM -  9:00 PM', 'Sun: 12:00 PM -  6:30 PM', 'Bu: s', 'Child: Friendly', 'Food: Available: Light Fare', 'Pet: Friendly', 'Picnic: Area', 'Private: Parties', 'Tasting: Room', 'Weddings:  ', 'Monticello: Wine Trail']",Tasting Fee: $9.00,"['Features', 'Bus/RV Parking', 'Child Friendly', 'Food Available', 'Light Fare', 'Pet Friendly', 'Picnic Area', 'Private Parties', 'Tasting Room', 'Weddings']","[('Monticello Wine Trail', 'https://www.monticellowinetrail.com\n')]","['Alaska', 'Arizona', 'Arkansas', 'California', 'Colorado', 'Florida', 'Georgia', 'Idaho', 'Illinois', 'Indiana', 'Kansas', 'Louisiana', 'Maine', 'Maryland', 'Massachusetts', 'Minnesota', 'Montana', 'Nebraska', 'Nevada', 'Ohio', 'Oregon', 'Tennessee', 'Texas', 'Virginia', 'Washington', 'Wisconsin', 'Wyoming']"
95,Granite Heights Winery,https://www.virginiawine.org/wineries/granite-heights-winery-0,http://www.gh.wine,540-349-5185,"8141 Opal Rd. , Warrenton, VA 20186",Northern Virginia,"A small production, boutique winery owned and operated by a devoted husband and wife team. Granite Heights has 10 acres of vines set in a pastoral setting off Opal Road, south of Warrenton, on a 168 acre farm. Our tasting room is in a 19th century farm house where we offer intimate tastings in an unhurried and friendly atmosphere in which to enjoy our award winning wines. Tastings often done by the owners/winemakers themselves.
          Granite Heights winery is a state-of-the-art production facility that specializes in small batch production of high quality wines (award winning Bordeaux style reds, 100% Red Varietals, Petit Manseng, Chardonnay, and port-style wines).  Most of the vines are French certified ENTAV clones planted in high density fashion and our wines are produced on site. We have already been recognized by the Washington Post and other wine reviewers for our high quality wines. 
          We focus only on the wines and let the wines speak for themselves.","(38.637308, -77.843243)","['Mon: Closed', 'Tues: Closed', 'Wed: Closed', 'Thurs: Closed', 'Fri: 1:00 PM - 6:00 PM', 'Sat: 12:00 PM - 5:00 PM', 'Sun: 12:00 PM - 5:00 PM', 'Food: Available: Light Fare', 'Picnic: Area', 'Private: Parties', 'Tasting: Room', 'Wine: Shop', 'Fauquier: County Wine Trail', 'Tween: Rivers Trail']",Tasting Fee: $10  ($15 for groups (reservations required for groups and limo's),"['Features', 'Food Available', 'Light Fare', 'Picnic Area', 'Private Parties', 'Tasting Room', 'Wine Shop']","[('Fauquier County Wine Trail', 'https://www.fauquiertourism.com/wineries.html\n'), ('Tween Rivers Trail', 'http://www.tweenriverstrail.com/')]","['Alaska', 'Arizona', 'Colorado', 'Florida', 'Georgia', 'Hawaii', 'Idaho', 'Illinois', 'Indiana', 'Iowa', 'Kansas', 'Louisiana', 'Maine', 'Maryland', 'Massachusetts', 'Minnesota', 'Missouri', 'Nebraska', 'Nevada', 'Ohio', 'Oregon', 'Pennsylvania', 'Tennessee', 'Texas', 'Virginia', 'Washington', 'Wisconsin', 'Wyoming']"
96,Gray Ghost Vineyards,https://www.virginiawine.org/wineries/gray-ghost-vineyards,https://grayghostvineyards.com/,540-937-4869,"14706 Lee Highway, Amissville, Virginia 20106",Northern Virginia,"Gray Ghost produces internationally acclaimed wine from immaculate vineyards. Enjoy southern hospitality, knowledgeable staff, and beauty indoors and out. Experience famous winery events, entertaining tours and the most popular volunteer harvest program in Virginia.","(38.6778304, -78.0044933)","['Mon: Closed', 'Tues: Closed', 'Wed: Closed', 'Thurs: Closed', 'Fri: 11:00 AM - 5:00 PM', 'Sat: 11:00 AM - 5:00 PM', 'Sun: 11:00 AM - 5:00 PM', 'Bu: s', 'Child: Friendly', 'Food: Available: Light Fare', 'Group: Tours', 'Picnic: Area', 'Private: Parties', 'Tasting: Room', 'Weddings:  ', 'Wine: Shop', '211: Scenic Vino Trail', 'Artisanal: Wineries of Rappahannock County', 'Tween: Rivers Trail']",Tasting Fee: $10.00,"['Features', 'Bus/RV Parking', 'Child Friendly', 'Food Available', 'Light Fare', 'Group Tours', 'Picnic Area', 'Private Parties', 'Tasting Room', 'Weddings', 'Wine Shop']","[('211 Scenic Vino Trail', 'https://www.211winetrail.com'), ('Artisanal Wineries of Rappahannock County', 'http://www.artwinerc.com/'), ('Tween Rivers Trail', 'http://www.tweenriverstrail.com/')]",
97,Grayhaven Winery,https://www.virginiawine.org/wineries/grayhaven-winery,http://www.grayhavenwinery.com,804 556-3917,"4675 East Grey Fox Circle, Gum Spring, VA 23065",Central Virginia,"Grayhaven Vineyard & Winery produces handcrafted wines that honor tradition and celebrate the rich terrior of Central Virginia.  The winery is known for its signature wines Pinotage, Marechal Foch and Sauvingon Blanc as well as a stellar lineup of vinifera and hybrid varietals and blends.  Grayhaven's fifty acre farm is nestled among rolling hills and surrounded by vineyards, horse pastures and forests.  Visitors enjoy wine tastings and tours, picnics by the pond and relaxing on the deck with a glass of their favorite wine.  Meet the three generations of this family owned and operated winery and you'll see how their love of nature and animals, obsession with food and passion for winemaking help create a unique environment and exceptional wines.","(37.8093221, -77.9129399)","Year Round:
Mondays 11am - 5pm
Tuesdays & Wednesday: By appointment only
Thursdays 11am - 5pm
Fridays 11am - 5pm
Saturdays 11am - 6pm
Sundays 11am - 5pm
*Before and After hours visits welcome with appointment",Tasting Fee: $5,"['Features', 'Bus/RV Parking', 'Child Friendly', 'Food Available', 'Light Fare', 'Group Tours', 'Pet Friendly', 'Picnic Area', 'Private Parties', 'Tasting Room', 'Weddings', 'Wine Shop']","[('Heart of Virginia Wine Trail', 'https://www.hovawinetrail.com\n')]",['Virginia']
98,Greenhill Winery & Vineyards,https://www.virginiawine.org/wineries/greenhill-winery-vineyards,http://greenhillvineyards.com/,540-687-6968,"23595 Winery Lane, Middleburg, VA 20117",Northern Virginia,"Greenhill is the foremost boutique winery in Loudoun County, Virginia, delivering quality wine, with friendly and professional staff in a breathtaking farm winery setting. We celebrate the terroir with 100% Virginia wines, and offer Charolais beef and honey from our apiaries.","(38.968006, -77.704994)","['Mon: 12:00 PM - 6:00 PM', 'Tues: 12:00 PM - 6:00 PM', 'Wed: 12:00 PM - 6:00 PM', 'Thurs: 12:00 PM - 6:00 PM', 'Fri: 12:00 PM - 6:00 PM', 'Sat: 12:00 PM - 6:00 PM', 'Sun: 12:00 PM - 6:00 PM', 'Bu: s', 'Food: Available: Light Fare', 'Group: Tours', 'Pet: Friendly', 'Picnic: Area', 'Private: Parties', 'Reservation: Required', 'Tasting: Room', 'Weddings:  ', 'Wine: Shop', 'Loudoun: Wine Trail', 'Tuski: e']",Tasting Fee: $18.00,"['Features', 'Bus/RV Parking', 'Food Available', 'Light Fare', 'Group Tours', 'Pet Friendly', 'Picnic Area', 'Private Parties', 'Reservation Required', 'Tasting Room', 'Weddings', 'Wine Shop']","[('Loudoun Wine Trail', 'https://www.visitloudoun.org\n'), (""Tuskie's Wine Trail"", 'http://www.tuskies.com/WineTrail/')]","['California', 'Florida', 'Maryland', 'Virginia']"
99,Haley's Honey Meadery,https://www.virginiawine.org/wineries/haley-s-honey-meadery,www.haleyshoneymeadery.com,8046685943,"235 E Broadway, Hopewell, VA 23860",Hampton Roads,"We are located 20 miles south of Richmond, Va in Hopewell, Va.  We are specializing in small batch quantities of 50-125 gallons to better ensure a high quality product. In using a variety of Virginia products, we will be helping the local small produce farmers of the highest quality fruits and herbs. These small batches will allow us to be very experimental in the mixture of herbs and fruit to create some new mead blends. This will allow us to expand the traditional meads with one eye in the past and one eye on the future of mead making.","(37.3048036, -77.2855279)","['Mon: Closed', 'Tues: Closed', 'Wed: Closed', 'Thurs: 4:00 PM - 9:00 PM', 'Fri: 4:00 PM - 9:00 PM', 'Sat: 11:00 AM - 9:00 PM', 'Sun: 1:00 PM - 5:00 PM', 'Bu: s', 'Child: Friendly', 'Food: Available: Light Fare', 'Group: Tours', 'Private: Parties', 'Tasting: Room', 'Wine: Shop', 'Chesapeake: Bay Wine Trail', 'Colonial: Virginia Wine Trail', 'Heart: of Virginia Wine Trail', 'Southern: Virginia Wine Trail']",Tour Fee: Free,"['Features', 'Bus/RV Parking', 'Child Friendly', 'Food Available', 'Light Fare', 'Group Tours', 'Private Parties', 'Tasting Room', 'Wine Shop']","[('Chesapeake Bay Wine Trail', 'https://www.chesapeakebaywinetrail.com'), ('Colonial Virginia Wine Trail', 'https://www.ColonialVirginiaWineTrail.com'), ('Heart of Virginia Wine Trail', 'https://www.hovawinetrail.com\n'), ('Southern Virginia Wine Trail', 'https://virginiawine.org')]",
